"model_id","logloss","auc","aucpr","mean_per_class_error","rmse","mse"
"GBM_grid_1_AutoML_1_20250326_214224_model_18",0.4773350054670569,0.7036775291192252,0.397677670764464,0.3415488810365136,0.3736761503513386,0.1396338653413962
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_8",0.47819082950529845,0.7656229551105876,0.5156743408009461,0.3191696113074205,0.3614543999343211,0.13064928323188013
"GBM_grid_1_AutoML_1_20250326_214224_model_21",0.47942944912081414,0.7289327313178904,0.434085989836729,0.3144385551629368,0.3713504402644634,0.1379011494846108
"GBM_grid_1_AutoML_1_20250326_214224_model_15",0.4797360160467674,0.736215809449025,0.44957693562751005,0.3200824499411072,0.37430973738657974,0.1401077795024103
"DeepLearning_grid_1_AutoML_1_20250326_214224_model_12",0.4849931664001723,0.7579767046198141,0.4753644421208273,0.2963388299960738,0.36729497547969936,0.13490559901263294
"XRT_1_AutoML_1_20250326_214224",0.4863207506421989,0.6847827509488287,0.3838882363772767,0.3440616411464468,0.3772563790698207,0.14232237554887223
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_10",0.49376052790022046,0.7949941107184924,0.5479337116549923,0.24894974479780135,0.3499914611443267,0.12249402287394076
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_11",0.4984498699274034,0.771711817824892,0.49761722887943555,0.3041912053396152,0.3524143564340979,0.1241958786208594
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_7",0.4985843290799968,0.7468688653317629,0.47557293292722186,0.2921279937180997,0.3613281542102709,0.13055803502500132
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_12",0.5026002344768199,0.7849692448632378,0.5193299989198233,0.31866902237926975,0.3560201802780213,0.12675036876519477
"DeepLearning_grid_1_AutoML_1_20250326_214224_model_11",0.5029149998074557,0.7535826462504908,0.5148723494962655,0.3111798193953671,0.3481543729511934,0.12121146740503864
"GBM_grid_1_AutoML_1_20250326_214224_model_8",0.5072725758374426,0.7186722942023296,0.4133778406548297,0.3280722418531606,0.3803489354488621,0.1446653126970827
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_1",0.5103209697903738,0.7550320638659862,0.5088011470958951,0.32480369061641146,0.367609427427268,0.13513669113340382
"DeepLearning_grid_1_AutoML_1_20250326_214224_model_1",0.5109178484424409,0.7616411464468001,0.5247181351902476,0.27918138987043584,0.3595564271746444,0.12928082432259538
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_12",0.5114021475365856,0.7581370239497448,0.49489294547481794,0.3403906556733412,0.3647433867484702,0.13303773817674408
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_8",0.512674265442729,0.7759521005104043,0.516067810309817,0.2877502944640754,0.38916390597682227,0.15144854571513697
"DeepLearning_grid_1_AutoML_1_20250326_214224_model_5",0.5155237085815948,0.751285826462505,0.48079325379501847,0.31841382018060466,0.3559224107377539,0.12668076246537438
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_1",0.5223727282715901,0.7566221698730533,0.4883123897216867,0.2766391833529643,0.3608341084600653,0.1302012538281702
"DeepLearning_grid_1_AutoML_1_20250326_214224_model_4",0.5381296444207905,0.7815403742965581,0.5075722361071374,0.26948370632116214,0.3671121558100171,0.13477133494347826
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_10",0.5415832648831133,0.7674748069624394,0.5238674039538439,0.2840596780526109,0.3515084723294149,0.12355820611935904
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_11",0.5778716887427056,0.7263643502159403,0.4882211412062196,0.31974872398900667,0.3645896578495171,0.13292561861082794
"DeepLearning_grid_1_AutoML_1_20250326_214224_model_3",0.5779070668766648,0.756010338960869,0.4508674649865321,0.29677071063996857,0.364065399431132,0.13254361506294968
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_4",0.6041550382224115,0.7561019500065437,0.4835250412979528,0.30712603062426386,0.3751515282049216,0.1407386691144881
"DeepLearning_grid_2_AutoML_1_20250326_214224_model_3",0.6543190381620846,0.7184661693495615,0.3628604303396018,0.3254515115822536,0.394757768300947,0.15583369563394417
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_3",0.6572586491691309,0.7657374689176809,0.5223929770456294,0.2998135060855909,0.3904324847159066,0.15243752512143663
"DeepLearning_grid_3_AutoML_1_20250326_214224_model_4",0.6768602941928487,0.7681389870435806,0.5040769202358815,0.3003729878288182,0.38823404726804506,0.15072567545812665
