"model_id","logloss","auc","aucpr","mean_per_class_error","rmse","mse"
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_6",1.015130242755096,0.7794753086419752,0.7919217359457661,0.31666666666666665,0.49516006375336774,0.2451834887362392
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_15",1.0899003904578894,0.7819135802469136,0.7795369828208889,0.2972222222222222,0.48506818780269767,0.2352911468181932
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_2",1.1195022386648354,0.7087345679012346,0.7288404186904899,0.3972222222222222,0.5428530328825808,0.2946894153098164
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_6",1.1289153549780944,0.7685493827160494,0.7865249097978125,0.32777777777777783,0.509021834496917,0.2591032279946067
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_5",1.1299557988173712,0.7777777777777778,0.7786028853597187,0.2861111111111111,0.486513880538202,0.2366957559563399
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_12",1.2352567611889735,0.727716049382716,0.735423524872048,0.34444444444444444,0.5324774618184417,0.2835322473446101
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_12",1.2459555011340573,0.7045679012345679,0.7279435892667446,0.4361111111111111,0.5328679488960788,0.283948250960714
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_12",1.2714576883308863,0.7320679012345679,0.7345100571075686,0.36666666666666664,0.5223351707191041,0.27283403057015554
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_9",1.288644115581986,0.6881172839506173,0.6911356751501283,0.38055555555555554,0.5574836007680402,0.31078796512529955
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_8",1.2978999959475346,0.7108641975308642,0.7151726169971456,0.3638888888888889,0.5394616680913789,0.29101889133993303
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_15",1.3095291841127508,0.7625617283950618,0.7574543808522793,0.3472222222222222,0.5197439212768441,0.27013374370423027
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_3",1.35402107814591,0.7768364197530864,0.7918879035455039,0.32499999999999996,0.4989874715900686,0.24898849680384952
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_5",1.3827712247380843,0.7569135802469136,0.7767459890330868,0.34444444444444444,0.5323594812894554,0.28340661731877803
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_13",1.3944905958276772,0.7160802469135803,0.7319394915985602,0.375,0.5461068010349511,0.2982326381366277
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_5",1.4353019020792128,0.7087037037037037,0.7018860759010354,0.4111111111111111,0.537333616619932,0.28872741554985604
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_10",1.4562624774365749,0.7635030864197531,0.773122521495579,0.3138888888888889,0.5182426622683497,0.26857545699498675
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_11",1.5243819408895878,0.7704783950617283,0.7850915981485911,0.28888888888888886,0.494634486594349,0.2446632753284552
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_4",1.5300105620858808,0.701358024691358,0.7150207737451479,0.35555555555555557,0.5848475355278964,0.342046639813054
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_6",1.5645862018606822,0.7124691358024691,0.7229707803702686,0.3861111111111111,0.5405161787498716,0.29215773949036306
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_3",1.5876320776285642,0.6762962962962963,0.6776737404969678,0.4111111111111111,0.572411506844919,0.3276549331684708
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_15",1.5967438362514712,0.7308641975308642,0.7426293631120181,0.35000000000000003,0.5352227471646888,0.2864633890825164
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_1",1.6105635856865974,0.7154475308641975,0.6978772457538553,0.33611111111111114,0.5263784058519313,0.2770742261472205
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_2",1.614920389191482,0.7024074074074075,0.7211697251178824,0.38333333333333336,0.5726849137715745,0.32796801046155566
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_9",1.62736603290174,0.6714197530864198,0.7054112694835422,0.4361111111111111,0.5560082832662814,0.3091452110607174
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_8",1.6623548990611074,0.6469753086419753,0.6696637123049494,0.4583333333333333,0.5707697654013464,0.32577812509630805
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_10",1.6992606259679124,0.7020061728395062,0.7068063201717213,0.34444444444444444,0.5631452674937314,0.31713259230058627
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_2",1.7026823946760228,0.6809876543209877,0.7041272777587573,0.3638888888888889,0.5924413858240593,0.35098679563713187
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_11",1.718758645265503,0.6558179012345678,0.6597213658823433,0.4083333333333333,0.5750712477109315,0.3307069399438076
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_1",1.8442487033414643,0.725246913580247,0.7259212500756737,0.375,0.576749298460041,0.3326397532741494
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_4",1.9486706748835985,0.7169135802469137,0.7039991904592728,0.35,0.5473878533380576,0.2996334619820468
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_7",2.0880185090616186,0.6925925925925926,0.7095408026720847,0.36666666666666664,0.5779285381423553,0.33400139519935984
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_9",2.1991009896248723,0.6847067901234568,0.6899278747649712,0.41388888888888886,0.5698952401042714,0.3247805846935051
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_4",2.287455919728423,0.697608024691358,0.6697498044720015,0.4222222222222222,0.5562435295646969,0.3094068641825919
"DeepLearning_grid_1_AutoML_1_20250318_133320_model_16",2.5665161139270087,0.7299074074074073,0.7408249531487177,0.37222222222222223,0.564576500271925,0.31874662465929493
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_11",2.5764189993688342,0.661820987654321,0.6764688382686124,0.425,0.6131597153368199,0.3759648365119301
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_16",2.6339150816775905,0.7326697530864198,0.7321557507937182,0.3527777777777778,0.564011824822218,0.3181093385392883
"DeepLearning_grid_2_AutoML_1_20250318_133320_model_3",2.7925527705292614,0.6879320987654322,0.7040787037463142,0.4055555555555555,0.6113784640134758,0.373783626259477
"DeepLearning_grid_3_AutoML_1_20250318_133320_model_16",3.30426506853778,0.7149845679012345,0.6891311225156158,0.3666666666666667,0.5643302661284467,0.3184686492686035
